object_id,name,description,group,img_name
8872975,1941 год. Плакат.,,Графика,14156065.jpg
10501393,В Ассизи.,,Графика,7634831.jpg
10501434,Витязь и спящая красавица,,Графика,7634892.jpg
15995683,Привал на улице Инстербурга. Рисунок,,Графика,15206411.jpg
4198624,"Памятник Вольтеру в Париже. Эскиз к офорту, рисунок",,Графика,24792358.jpg
9992203,Иконный образец. Похвала Богоматери.,,Графика,6864234.jpg
10682058,"Картуш ""Серп и молот""",,Графика,7879157.jpg
12542844,За Отечество. Линогравюра,"Из серии ""Слово о полку Игореве""",Графика,14176921.jpg
4278086,"Семерка треф, из колоды карт игральных, антирелигиозных.",,Графика,22969513.jpg
10668062,Всадник,,Графика,7859975.jpg
4192171,"Восьмерка треф, из колоды карт игральных, трансформационных",,Графика,22971786.jpg
19940980,"Открытка. Вот она какая автономия-то! / Набор открыток. Из истории русской революционной открытки. - Москва: издательство ""Изобразительное искусство"", 1974 г","1 лист, черно-серая печать с вертикальным размещением изображения. Лицевая сторона - графическое изображение: часть здания с колоннами и сидящим на крыше мужчиной. Перед входом в здание вооруженные солдаты. Ниже на мостовой слева - студент, справа - пушка. Внизу текст наименования. Оборотная сторона - текст",Графика,20647775.jpg
19941855,Рисунок к сказанию «Ай-Толай»,"На рисунке изображено сражение богатыря с врагами: на первом плане  - пораженные враги, на втором – вооруженные, несущиеся на боевых конях враги. Сам герой – справа на могучем коне с саблей в руке. Рисунок сделан на фоне гор.",Графика,20648533.jpg
10501502,"Хорошая дочь. Илл. к ненецкой сказке ""Хозяин ветров""",,Графика,7635028.jpg
8538026,Слава. Эскиз стенда,,Графика,14167698.jpg
10560096,Графика. Портрет князя Голицина Михаила Михайловича (1675-1730).,"В овале погрудное изображение 3/4 влево.В длинном парике,в латах,с орденской лентой через правое плечо.",Графика,7712693.jpg
4192223,"Двойка червей, из колоды карт игральных с изображением разносчиков.",,Графика,22971188.jpg
10684482,Рим. Колоннада Бернини.,,Графика,7882530.jpg
10501411,"Город ""N""",,Графика,7634845.jpg
10682048,Глобус на фигурном постаменте,,Графика,7879141.jpg
10603422,Графика. Реман О.О.,"Портрет лейб-медика Осипа Осиповича Ремана (1779-1831). Выполнен с натуры, в натуральную величину. Изображен погрудно 3/4 вправо,в форменном фраке. Лист 24, тетрадь 5 из серии ""Современники. Собранiе литографированных портретовъ""",Графика,7771401.jpg
11990912,"Шкатулка - копилка, с ключом и накладной картинкой.","На дне - пергаментная бумага с надписью: ""СЪ 1877 г."". Принадлежала Исаевой (Тарасовой) Ларисе Николаевне.",ДПИ,14171974.jpg
9690525,Кружева тканные на одежду. Принадлежали  Ветчинкиной (Нелюбовой) Евдокие Михайловне.,,ДПИ,14172565.jpg
25584841,Реле времени «Силуэт» для фотопечати,"Прибор прямоугольной формы, черно-белого цвета. Приборная панель черного цвета,диагонально приподнята. В верхней части панели расположено рельефное название прибора, под ним находятся две ручки-переключатели установки выдержки с подписью: «Секунды» под каждой ручкой. В нижней части панели находятся три клавиши-переключатели черного цвета: кадр, реле и выдержка. На задней стороне прибора расположены два гнезда  для подключения красной лампы и фотоувеличителя, обозначенные соответствующими символами",ДПИ,28507636.jpg
24124633,Крокодил Гена.,Цельное туловище и вкрученная голова. Клейма: заводской штамп.,ДПИ,26459343.jpg
19936462,Сара-яргыч,,ДПИ,20641292.jpg
22923525,Наволочка.,"Сшита из белой ткани, украшена кружевной вставкой, связанной крючком, застежка на 4 пуговицы.",ДПИ,24793646.jpg
19939914,"Бочонок №64. Из набора игры настольной ""ЛОТО""","Цилиндрической формы, сужающейся к основаниям. На тулове по верху и низу выточены по две полосы, имитирующих ""обручи"" бочки. На верхнем и нижнем основании в круге напечатана цифра ""64"" бордового цвета.",ДПИ,51301821.jpg
21615345,Табличка именная: Брик,"Золотистого цвета, прямоугольной формы, с четырьмя угловыми отверстиями для крепежа. На лицевой стороне: БРИК.",ДПИ,22970331.jpg
10721660,Набедренник,По голубому фону вышиты цветы разноцветными шелками и золотными нитями. Подкладка из  полосатого ситца.,ДПИ,7933773.jpg
9872122,Щипцы для сахара,,ДПИ,6667552.jpg
10645177,Шляпа фетровая,"Шляпа фетровая - мужской головной убор коричневого цвета. Тулья высокие, поля широкие. Украшена коричневой лентой. Сохранность: подклад отпоролся, загрязнена на ленте, пятна неизвестного происхождения.",ДПИ,7830047.jpg
11741378,Скатерть филейная,"Скатерть филейная с кистями, основа серая рисунок оранжевого цвета - в центре ромб в ромбе (4 штуки), по краю зигзаги",ДПИ,9305837.jpg
9872348,Нож десертный,,ДПИ,6667705.jpg
21615395,"Очки, принадлежавшие К.А. Федину","Безободковые, с трапециевидными стеклами и дугообразным переносьем с носовыми упорами. Заушники металлические, с пластмассовыми каплевидными завершением.",ДПИ,22970408.jpg
10675421,Весло. Восточные ханты ― лув северные ханты ― тув. (Рулевое весло.),,ДПИ,44621222.jpg
21615396,"Портфель, принадлежавший В.Д. Бонч-Бруевичу","Черного цвета, прямоугольный, с клапаном и замком-защелкой. Ручка кожаная на двух металлических петлях. Внутри два отделения и на передней части небольшой карман на кнопке.",ДПИ,22970410.jpg
11728283,Матрешка 7 мест (6-ая из 7-ми),"Двусоставная, полая внутри деревянная кукла в виде полуовальной фигуры вкладышем меньшего размера. Фон - темно-зеленая гуашь, на голове золотой кокошник. Сзади и на фартуке отделка и цветы ""лопаткой"" (отделка бело-салатового цвета, цветы бело-свекольного цвета). Покрыта лаком.",ДПИ,9288707.jpg
38028140,Сапоги  женские войлочные на каблуке (левый).,"Обувь демисезонная. Голенище белого цвета,  швы голенища и верхняя его часть имеет декоративную отделку кожаными накладными полосками, ступня и задник - из натуральной кожи коричневого цвета, на наборном устойчивом каблуке. Каблук высотой 4 см.",ДПИ,45796837.jpg
10683553,Заколка для волос.,На корпусе вставка зеленого цвета.,ДПИ,7880780.jpg
24224082,"Альбом № XXXVIII с 1367 образцами х/б, шерстяных и шелковых тканей с печатным узором. Образец ткани.",,ДПИ,26609725.jpg
10690366,Мясорубка,,ДПИ,7889866.jpg
10721679,Набедренник,"По светло–розовому фону цветочный узор разноцветными  нитями, в центре-крест, по краям полоски из золотистой парчи.",ДПИ,7933863.jpg
39718931,Подставка для чайника,,ДПИ,48200002.jpg
11743550,Гиря.,Гиря 5 фунтов. Шарообразная.,ДПИ,9309002.jpg
48352285,Рубаха женская. Украинцы : русины,,ДПИ,59964401.jpg
11740750,Матрешка 10 мест (2-ая из 10-ти),"Двусоставная, полая внутри деревянная кукла с 8-ю вкладышами меньшего размера. Платок красного цвета с тычками белого цвета, по платку голубые цветы с зелеными листьями. На голове золотой кокошник с тычками черного цвета. Низ оранжевого цвета с тычками черного цвета. На фартуке полх-майданская роспись (цветы).Покрыта лаком.",ДПИ,9305003.jpg
9871612,Ложка чайная,,ДПИ,6667293.jpg
10675416,Горшок.,,ДПИ,44615413.jpg
27501284,Перо плакатное.,С двумя прорезями.,ДПИ,31231254.jpg
10673507,Разделочная доска,"Роспись состоит из трех частей: 1) декоративный узор из растительных элементов с двумя пчелами 2) на черном фоне узор из стилизованных цветов и листьев 3) две стилизованных птицы с длинными клювами на ветке с листьями и цветами, отходящей от толстого ствола.",ДПИ,7867120.jpg
10731464,Кисет для табака,"Прямоуголный мешочек из ткани розового цвета с тесемкой желтого цвета, по верхнему краю двойная машинная строчка из нитей белого цветаОрнамент:",ДПИ,7947124.jpg
21615364,"Перо № 30, принадлежавшее М.С. Шагинян","Бронзового цвета, с острым концом, одной капиллярной прорезью, овальным отверстием для удержания чернил, боковыми прорезями и насечкой.На хвостовике: №30 / з-д «СОЮЗ»",ДПИ,22970356.jpg
19941159,Подставка под горячее фигурная.,"Подставка под горячее. Фигурной формы. На шести низких ножках-завитках. Подставка украшена литым стилизованным орнаментом, состоящим из листьев и цветков репейника. Клеймо: ""О.М. 10"".",ДПИ,20648126.jpg
11731792,Чуман берестяной малый.,Маленький скреплен черемуховым прутом и корневищем от дерева.,ДПИ,9292944.jpg
9870679,Стакан,,ДПИ,6663922.jpg
10731484,Салфетка круглая под чайную чашку.,"Салфетка круглой формы, связана крючком, вязка плотная. Центральная часть связана в виде розетки из 8-ми клиньев с волнистым краем, по кругу (по краю салфетки) - ""анютины глазки"". Порядок вязания центрический. Салфетка связана из нитей ""ирис"" кремового цвета, анютины глазки сине-зеленые и розово-бордовые.Орнамент:",ДПИ,7947156.jpg
48352312,Рубаха. Белорусы,,ДПИ,59964428.jpg
19878599,Китель с погонами генерал-лейтенанта милиции и четырьмя карманами,"Китель форменный, серо-голубого цвета, однобортный, пуговицы золотистого цвета с символикой.  С двумя накладными нагрудными карманами и двумя набедренными карманами и клапанами. Две нашивки нарукавные. С золотистыми лавровыми ветками на лацканах и погонами генерал-лейтенанта.",ДПИ,20547443.jpg
9872296,Ложка чайная,,ДПИ,6667670.jpg
24224238,"Альбом № XXXVIII с 1367 образцами х/б, шерстяных и шелковых тканей с печатным узором. Образец ткани.",,ДПИ,26609752.jpg
10731828,Ваза для цветов,,ДПИ,7947423.jpg
10731379,Подзор с кружевной прошвой.,"Подзор прямоугольной формы, боковые края отстрочены швом в подгибку с закрытым срезом, внизу кружевная прошва шириной 9,5 см из 2-х неравных частей, ниже полоса ткани шириной 4,5 см из двух неравных частей и кружевная полоса шириной 10,5 см, завершенная волнистой линией. С боков от конца полотна вниз пришиты полосы ткани. Все кружево имеет одинаковый рисунок: по центру ряд сетчатых ромбов, между ними 4-ехлепестковые цветы. Подзор выполнен из тонкой х/б ткани белого цвета, кружево связано на коклюшках нитями х/б белого цвета.Орнамент:",ДПИ,7946963.jpg
19941098,"Футляр для разновесов. Тулово цилиндрическое с крышкой и застежкой. Крышка коническая с плоским держателем сверху. На дне цифры: ""1862"", внутри на дне: ""48 ГЦФ"".","Футляр для разновесов. Тулово цилиндрическое с крышкой и застежкой. Крышка коническая с плоским держателем сверху. На дне цифры: ""1862"", внутри на дне: ""48 ГЦФ"".",ДПИ,20648002.jpg
22923530,Наволочка.,"Сшита из белой ткани, украшена кружевной вставкой, связанной крючком, застежка на 4 пуговицы.",ДПИ,24793652.jpg
9870387,Стакан,,ДПИ,6663738.jpg
9870552,Чарка,,ДПИ,6663841.jpg
10731354,Юбка розового цвета.,"Сшита из полушерстянной жаккардовой ткани розового цвета с растительным рисунком (стилизованные цветы, листья).  Юбка расклешённая к низу, по линии талии сзади  многочисленные мелкие складки. Пояс притачной.  По низу подола- шесть застроченных складки. По низу подола с изнанки широкая обтачка из разноцветных тканей (красная в белые полоски и широкие полосы с точками, зелёная в сиреневую тонкую  полоску).  Застёжка на левом боку на двух металлических крючках.Орнамент:",ДПИ,7946766.jpg
19941112,"Кувшин ""танган"".","Кувшин ""танган"".",ДПИ,20648042.jpg
10722092,Воронка,,ДПИ,7934450.jpg
27747475,"Грампластинка. Аркадий Райкин «Монолог холостяка», «Чувство юмора». Юрий Филимонов «Ну, Красная шапочка, погоди!»",Апрелевский Ордена Ленина завод,ДПИ,31624663.jpg
9872357,Ложка чайная,,ДПИ,6667709.jpg
19516691,Шарпан,"Шарпан ""ош шарпан"" восточных мари, надевали через правое плечо под левую руку, концы сшиты вместе. Шарпан из домотканого холста белого цвета, центральная часть из красного х/б холста с узорным ткачеством, узор выполнен цветными шерстяными и х/б нитями.",ДПИ,20045929.jpg
9874238,Бокал с изображением ордена Отечественной войны,,ДПИ,6671259.jpg
39718929,Ботинок женский прюнелевый на правую ногу,,ДПИ,48200000.jpg
19939895,"Бочонок №60. Из набора игры настольной ""ЛОТО"".","Цилиндрической формы, сужающейся к основаниям. На тулове по верху и низу выточены по две полосы, имитирующих ""обручи"" бочки. На верхнем и нижнем основании в круге напечатана цифра ""60"" бордового цвета.",ДПИ,51301579.jpg
15542200,Сумочка - карман,"Ткань белого цвета. Прямоугольной формы. С лицевой стороны ткань - сетка украшена аппликацией в виде цветка с листьями, к верхнему краю пришита ленточка, сложенная бантом. Ткань - сетка изнутри усилена подкладом из х/б ткани",ДПИ,14534696.jpg
22923531,Салфетка.,"Салфетка сшита из белой х/б ткани, украшена вышивкой. Орнамент в виде птицы и цветущей ветки. Использованы нитки розового, зеленого, желтого, голубого, синего, фиолетового, коричневого цветов.",ДПИ,24793654.jpg
19939944,"Бочонок №57. Из набора игры настольной ""ЛОТО"".","Цилиндрической формы, сужающейся к основаниям. На тулове по верху и низу выточены по две полосы, имитирующих ""обручи"" бочки. На верхнем и нижнем основании в круге напечатана цифра ""57"" бордового цвета.",ДПИ,51301530.jpg
10727379,Серп,Серп металлический дугообразный с плоским лезвием на деревянной ручке.,ДПИ,7941496.jpg
9870433,Стакан,,ДПИ,6663768.jpg
10730832,Топор,,ДПИ,7945993.jpg
19941129,Серп металлический с деревянной ручкой.,Серп металлический с деревянной ручкой.,ДПИ,20648060.jpg
19939994,"Крест киотный ""Распятие Христово с предстоящими""","Крест восьмиконечный с прямоугольными вертикальными пластинами по сторонам. В центре – Распятие Христово, на концах средней перекладины – солнце и луна. В нижней части средней перекладины надпись: «КРЕ(С)ТУ ТВОЕМУ ПОКЛАНЯЕ(М)СЯ ВЛ(А)Д(Ы)КО И С(ВЯ)ТОЕ  ВО(С)КРЕСЕНIЕ ТВОЕ СЛАВИМ». На верхнем конце – Господь Саваоф с державой, Святой Дух  в виде голубя и два ангела. Над  нимбом Христа – титло «IНЦИ». В  нижней части –  град Иерусалим, гора Голгофа и глава Адама. На левой пластине – Богоматерь и  святая Марфа, на правой –  апостол Иоанн Богослов и  мученик Лонгин сотник. На обороте в центре стилизованный растительный орнамент, на боковых пластинах - орнамент в виде гирлянд и вазонов.",ДПИ,20645928.jpg
11727250,"Лампа керосиновая ""Летучая мышь""","Лампа керосиновая ""Летучая мышь"", переносная. Состоит из резервуара для керосина, фитиля, регулятора фитиля, из бочкообразного стекла, решетки для защиты стекла, крепежной крышки, петли для поднятия крышки и ручки для держания и подвешивания. На баллоне имеется клеймо в виде пятиконечной звезды, внутри неё в круге буква ""К"", между лучами звезды- буквы ""МХП"".",ДПИ,9287418.jpg
