object_id,name,description,group,img_name
4408675,"Карта 34 - Chagrin, из колоды карт гадальных. Таро ""Большой Этейла I"".",,Графика,22970765.jpg
19941870,Эскиз «Сартак-пай»,"Рисунок сделан на листе белой бумаги. Изображен герой алтайского эпоса Сартакпай на фоне горного пейзажа, перекрывающий реку большим камнем. Изображен в воинских доспехах, на голове – шапка с кистью.",Графика,20648550.jpg
19939517,Листовка,Цветная. Портрет кандидата в депутаты Архангельского областного собрания Сергея Александровича Зарубина.,Графика,20645005.jpg
10501453,Бразильский мотив. Буэнос-Айрес.,,Графика,7634953.jpg
4945487,"Король червей, из колоды карт игральных с охотничьими сюжетами, прусский тип.",,Графика,22970997.jpg
10501429,"Композиция. ""Маскарад"".",,Графика,7634878.jpg
11770720,Лист плакатный «Наркомания – это смерть!»,,Графика,9342098.jpg
11480995,"Портрет Софьи Петровны Свечиной, гравюра",,Графика,25786843.jpg
9991584,Иконный образец. Святитель Николай.,,Графика,6863388.jpg
7312096,"Тройка пик, из колоды карт игральных, миниатюрных .",,Графика,22969081.jpg
19404612,Тишина. Линогравюра,,Графика,19875979.jpg
4192994,"Серия 2 ""Штык"". № 4 - Коленчатая прорезь трубки, из игры-пособия ""Винтовка""",,Графика,22969790.jpg
10684488,"Набросок фрагмента картины Рафаэля ""Преображение"". Фигура бесноватого юноши.",,Графика,7882545.jpg
10501451,Том и Бекки в пещере.,,Графика,7634944.jpg
10688399,"Богородица, Дево, радуйся (""Достойно есть"")(?)",,Графика,7887206.jpg
10501484,Театрализованная сцена с всадником на фоне города,,Графика,7635010.jpg
4278958,"Король пик, из колоды карт игральных, пасьянсных ""Лубочные""",,Графика,22968513.jpg
10680889,Эскиз представления. Лошадки.,,Графика,7877480.jpg
11773336,Портрет фельдмаршала,,Графика,9345501.jpg
4278198,"Дама бубен, из колоды карт игральных, антирелигиозных.",,Графика,22969447.jpg
10684484,"Набросок фигуры служанки из композиции ""Юдифь и Олоферн"" из росписи плафона Сикстинской капеллы. ",,Графика,7882532.jpg
24120165,№ 346.  Calèche Menguelbeer pour l'été et l'hiver. Exposу sour le № 340.,,Графика,26454585.jpg
4278768,"Картонаж для карт ""домино"" (рекламных - компания ""Зингер"").",,Графика,22971016.jpg
7313323,"Валет червей, из колоды карт игральных (Карты для дам) ""Четыре части света""",,Графика,22969076.jpg
10681277,Рим. Колоннада собора св. Петра.,,Графика,7878046.jpg
10682061,"Рог изобилия.Зарисовка к декору магазина ""Гастроном"" на Кудриской площади, бывшей пл. Восстания",,Графика,7879163.jpg
4192598,"Карта с эмблемой артиллерии. Девятка, из колоды карт игральных ""Военные""",,Графика,22970793.jpg
10682059,"Заяц.Зарисовка к декору магазина ""Гастроном"" на Кудриской площади, бывшей пл. Восстания",,Графика,7879160.jpg
22924786,"Плакат. Окно ТАСС «Вперед, на защиту социалистической родины!»",,Графика,24798317.jpg
19941174,"Открытка. Слава борцам за свободу / Набор открыток. Из истории русской революционной открытки. - Москва: издательство ""Изобразительное искусство"", 1974 г","1 лист, черно-серая печать, с горизонтальным  размещением изображения. Лицевая сторона - монтаж из фотографий и акварельного рисунка. Слева вверху портрет лейтенанта Шмидта в овальной декоративной рамке с текстом. Вверху на ленте текст ""Слава борцам за свободу"". Внизу на рамке текст ""П.Шмидтъ"". Ниже фотография прямоугольной формы с горизонтальным размещением изображения крейсера на воде. Справа в декоративной рамке рисунок, изображающий бой на море, справа развевающийся флаг. Вверху текст. Внизу на рамке текст ""1905. 15 ноября. Очаковъ"". Оборотная сторона - текст",Графика,20647897.jpg
7312670,"20 - Суд, из колоды карт игральных, тарок.",,Графика,22968625.jpg
7312865,"Карта № 7, из набора карт для игры в ""Ку-ку""",,Графика,22970164.jpg
10263083,В мастерской.,,Графика,7301720.jpg
4278146,"Десятка червей, из колоды карт игральных, антирелигиозных.",,Графика,22969796.jpg
10670394,Белый ломберный.,,Графика,7862736.jpg
11744865,Плакат «За мир свободный от курения».,,Графика,9310001.jpg
10501363,Тиханьское аббатство,,Графика,7634807.jpg
37267907,В поле.,,Графика,44773178.jpg
7312620,"Валет червей, из колоды карт игральных ""Революционные""",,Графика,22970446.jpg
15159234,Портрет товарища.,,Графика,13984962.jpg
14379870,Солдат. Рисунок,,Графика,14130824.jpg
17074602,[Освобождение Европы]. Рисунок,Студия военных художников им. М.Б. Грекова.,Графика,16688874.jpg
10501450,Сцена проповеди,,Графика,7634942.jpg
38051644,Конец колчаковщины,"Многофигурная композиция в зимнем пейзаже с изображением заснеженного поля. На первом плане поколенные изображения в профиль вправо: слева - фрагментарно видимых, смеющихся девушки в красном платке, темном полушубке и бордовой юбке, указывающей вперед пальцем, и за ней, правее - парня в коричневой ушанке и полушубке справа - идущего бородатого пожилого мужчины в папахе, коричневом полушубке, с гранатами у пояса и ружьем за спиной. На втором плане - колонна движущихся вправо военных в серых шинелях, слева направо: с рыжими усами в папахе в головном уборе с длинным козырьком с седыми усами и бородкой толстый, рыжий священник в облачении усатый, в папахе и другие, фрагментарно. За колонной, победренно - два конных красноармейца в буденовках слева - в 3/4 вправо, посередине - анфас, смеющийся. Дальний план: покосившиеся столбы с оборванными проводами, брошенный возок, полуразрушенные небольшие постройки на фоне пасмурного сине-серого неба. В правом нижнем углу тушью, пером авторская роспись.",Графика,45832782.jpg
21615937,Плакат «Слава труду учителя!»,Изображена молодая учительница в синем платье и портреты учеников в рамках. В центре надпись: Школа. Надпись вверху: Слава труду учителя!,Графика,22972071.jpg
10600400,Графика. PEDICULARIS SCEPTRUM. Вшивник Скиптр,Изображение растения с натуры,Графика,7766804.jpg
4192285,"Туз бубен, из колоды карт игральных.",,Графика,22971155.jpg
11740644,Рисунок  «Автопортрет»,"Погрудный портрет.В возрасте , с короткой стрижкой, в рубашке с галстуком. Лицо серьезное.",Графика,9304834.jpg
4945755,"Десятка бубенцов, из колоды карт игральных, с охотничьими сюжетами (прусский тип)",,Графика,22971047.jpg
10682026,Аналав для схимы преп. Сергия,,Графика,7879112.jpg
38051578,Робеспьер,"Изображение идущего, профиль влево, пожилого мужчины в парике и рединготе с широкими лацканами - отложным воротником с высокой стойкой, из-под которой видно кружевное жабо. Идет, наклонясь, вперед и размахивая руками. Лицо острое, худощавое. Слева, на дальнем плане фигура стоящего мужчины в треуголке, со шпагой. Справа - две фигуры - мужская и женская, в шляпах с высокими тульями. Над фигурами аппликация в виде двух параллельных прямоугольников - красного и синего. Под оттиском авторская подпись карандашом: ""Памяти героев Якобинской диктатуры ""Робеспьер"" сухая игла Домашенко 1974 г.""",Графика,45832696.jpg
4192367,"Девятка пик, из колоды карт игральных.",,Графика,22971383.jpg
24120194,№ 269. Calèche 1/2 Wourtz.,,Графика,26454613.jpg
10637815,Графика. Романтический пейзаж.,Русские пейзажи. Гравюры на дереве. 9 л.+ 1л. Предисловие,Графика,7819514.jpg
19941142,Самовар электрический.,"Самовар электрический. Основание фигурное подквадратной формы на четырех ножках-""лапах"". Выше низкая широкая ""ножка"" с перехватом, поддувало без отверстий. Тулово рюмкообразное, украшено вертикальными рельефными полосами. Носик прикреплен к тулову фигурной рельефной ""розеткой"". Ручки укреплены в верхней части тулова, состоят из двойных фигурных пластин, соединенных белыми пластмассовыми ручками. Крышка съемная с двумя круглыми ручками-""шишечками"". Конфорка вверху с фигурными отверстиями. На дне надпись: 1975 г., ц. 35-74.",ДПИ,20648088.jpg
9872482,Ложка столовая,,ДПИ,6667786.jpg
10683145,Дробница,,ДПИ,7881190.jpg
11743874,Табакерка в виде каскетки с двуглавым орлом,,ДПИ,10912672.jpg
10725384,Хлебница (овальная),"Сплетена на овальном донышке ажурной загибкой из трех прутьев (2 светлых, 1 темный). Снаружи понизу косичка из концов стоячков",ДПИ,7938852.jpg
24377824,"Икона ""Нерукотворный образ Спасителя на в ручнике"" в рамке.",,ДПИ,26830209.jpg
21442680,Наконечник копья (рогатины),,ДПИ,50250744.jpg
9872675,Ложка чайная,,ДПИ,6667914.jpg
11744197,"Знак масонской ложи ""Александра к Тройственному Спасению"" на красной муаровой розетке",,ДПИ,10912644.jpg
19941089,Набор чернильный.,"Набор чернильный состоит из мраморной серой подставки, двух квадратных  стеклянных чернильниц с металлическими крышками. На подставке имеется металлическое лирообразное украшение (либо арфа ?) и металлические квадратные накладки под чернильницы. На четырех концах металлические небольшие конусообразные выступления. На мраморной подставки выемка для пера.",ДПИ,20647987.jpg
11740249,Юбка,"Юбка из ткани голубого цвета с тканным цветочным узором, по передней части прямая, сзади от пояса сборенная. Бытовала в крестьянской среде Владимирской губернии.",ДПИ,9303861.jpg
19940558,Крест наперсный (на цепочке),"Крест наперсный  ажурный,  с четырьмя расширяющимися криновидными ветвями,  соединенными  внутри на пересечении четырьмя  окружностями. Снаружи каждая из четырех ветвей креста  имеет  тройное разветвление, каждая ветвь которого декорирована завитком-волютой с шариками:  тремя на  4 основных концах и  по одному на боковых. Один шарик увенчивает  ушко (всего 18 шариков). В центре креста  восьмиконечный Голгофский крест  с цатой в средокрестии, копием и  тростью по сторонам, и черепом Адама в основании. На концах дробницы с надписями под титлами  «ЦРЬ СЛВЫ», «IСЪ», «ХСЪ», «НИКА». Вся поверхность покрыта надписями  текста молитвы Кресту.  На верхней лопасти: «Крестъ хранитель», в средокрестие под  перекладиной «копие», «трость», по сторонам от Главы Адама «МЛ» «РБ». На обороте стилизованный растительный орнамент и пять дробниц с текстом в две строки внутри каждой. Ушко креста  высокое,  увенчано  шариком на двойном столбике. Цепь  свита из тонкой металлической проволоки серебристого цвета.",ДПИ,20646895.jpg
18492188,Лента,Капроновая лента белого цвета украшенная вышивкой в виде цветов.Фабричная. Принадлежала Байдаевой Назифат Иссхаковне.,ДПИ,18675907.jpg
10645546,Занавес - шаршау домотканый,"Занавес - шаршау домотканый. Основное поле красного цвета состоит из двух полотен. На каждом из них соткано по пять крупных восьмиугольников, соединенных друг с другом. В центре каждой фигуры расположен восьмиугольник размером меньше с Х-образной фигурой. Вокруг ромбы с множеством ответвлений. Кайма полосатая, пришита отдельно. Сохранность: нитки местами растрепаны, мелкие дырки в кайме.",ДПИ,7830489.jpg
10696517,Юбка домотканая в мелкую клетку,Юбка сшита из 7-ми полотен в поясе в сборку. Клетки темно-синего и красного цветов. Низ юбки отделан каймой.Орнамент:,ДПИ,7898785.jpg
9691355,"Знамя переходящее. ""Лучшей части связи Московского округа противовоздушной обороны"".",,ДПИ,14174394.jpg
9876627,Карты игральные (36 пр.). Карта игральная,,ДПИ,6674057.jpg
10093988,Темляк пехотный,"Тканевая петля белого цвета. К петле крепится ""кисть"", состоящая из ""гайки"" и ""околыша"" синего цвета, соединенных белой ""шейкой"" .Под околышем белая шерстяная бахрома.",ДПИ,24792206.jpg
22828282,Фрагмент головного украшения в виде фигурки птицы. Татары сибирские,,ДПИ,24669708.jpg
21615341,"Бумажник, принадлежавший К.А. Федину","Прямоугольный, коричневого цвета. Внутри на одной стороне два больших отделения, одно из них закрывается на клапан с «языком» на другой стороне одно большое отделение и два маленьких.",ДПИ,22970327.jpg
10717095,Джурабы детские,"Толстые, вязаные носочки без голенища с цветным орнаментом. На мыске и подошве изображен цветок. Выполнены из цветных шерстяных нитей.",ДПИ,7927008.jpg
16065703,Кошелек,Коричневого цвета,ДПИ,15308796.jpg
10704375,Банкетка,,ДПИ,7910171.jpg
24224384,"Альбом № XXXVIII с 1367 образцами х/б, шерстяных и шелковых тканей с печатным узором. Образец ткани.",,ДПИ,26609776.jpg
10725265,Диван.,,ДПИ,8774078.jpg
19939877,"Бочонок №69. Из набора игры настольной ""ЛОТО"".","Цилиндрической формы, сужающейся к основаниям. На тулове по верху и низу выточены по две полосы, имитирующих ""обручи"" бочки. На верхнем и нижнем основании в круге напечатана цифра ""69"" бордового цвета.",ДПИ,51301413.jpg
9692581,"Цилиндр запасной, перфорированный от керогаза одногорелочного ""Ленинград"".",,ДПИ,14180139.jpg
19941159,Подставка под горячее фигурная.,"Подставка под горячее. Фигурной формы. На шести низких ножках-завитках. Подставка украшена литым стилизованным орнаментом, состоящим из листьев и цветков репейника. Клеймо: ""О.М. 10"".",ДПИ,20648124.jpg
8249374,"Колодка, к 18 советским и 5 иностранным наградам","Владимирова Ивана Васильевича, генерал-лейтенанта артиллерии.",ДПИ,14172600.jpg
21615336,"Шпилька костяная для волос, принадлежавшая Л.Ю. Брик","Желто-бежевого цвета, с полукруглой головкой и двумя прямыми спицами, навершием в виде трилистника с круглыми отверстиями.",ДПИ,22970322.jpg
9872439,Ложка чайная,,ДПИ,6667758.jpg
9870282,Стопа,,ДПИ,6663672.jpg
11741395,"Коробка упаковочная для кондитерских изделий ""Халва""","Коробка прямоугольной формы, со съемной крышкой оформлена в желто-красном цвете, геометрический орнамент ""плетение"" крышка декорирована восточными мотивами.на крышке название торгового дома и название продукции: ""Халва высшiй сортъ паровой кондитерской фабрики братьев Максимовыхъ в Москве""",ДПИ,9306053.jpg
22828281,Украшение на головной убор. Татары сибирские,,ДПИ,24669707.jpg
48352311,Рубаха. Украинцы,,ДПИ,59964427.jpg
21615365,Печать комитета по увековечению памяти Сергея Есенина,"Оранжево-коричневого цвета, с деревянной оснасткой и ручкой в виде балясины. Клише круглое с надписью по кругу: Комитет по увековечению памяти СЕРГЕЯ ЕСЕНИНА ✻ в центре пятиконечная звезда с пучками лучей с четырех сторон.",ДПИ,22970358.jpg
25584832,Светофильтр корректирующий 00 10 00,"Светофильтр квадратной формы, фиолетового цвета. По краям фильтра наклеена бумага бежевого цвета. На верхней стороне имеется надпись с двух сторон, сделанная от руки, с обозначением цвета и плотности фильтра, и надпись на ребре: «У»",ДПИ,28507608.jpg
13251259,Рюкзак. РККА обр. 1939 г.,,ДПИ,14169521.jpg
9689566,"Галстук, форменный к парадной форме воспитанника Суворовского училища.",,ДПИ,14172083.jpg
20451299,Шлемофон лётный ШЛ-61. Из личных вещей Героя Российской Федерации И.Е.Тарелкина,,ДПИ,24791984.jpg
9872361,Ложка десертная,,ДПИ,6667713.jpg
11733446,"Супница с крышкой, из сервиз столового «Классика»",,ДПИ,9295140.jpg
9874260,Стакан,,ДПИ,6671266.jpg
11728305,Матрешка 7 мест (7-ая из 7-ми),"Односоставная кукла. Фон - темно-зеленая гуашь, на фартуке цветок ""лопаткой"" бело-свекольного цвета. Покрыта лаком.",ДПИ,9288727.jpg
19936704,Серьги женские,,ДПИ,20641726.jpg
9872437,Ситечко для чая,,ДПИ,6667757.jpg
27758032,Статуэтка «Туфелька»,,ДПИ,31638640.jpg
21615377,"Портсигар, принадлежавший А.Т. Аверченко",Черного цвета. Две прямоугольные створки с двумя закругленными сторонами соединены петлей и металлической защелкой. Внутренняя часть с темно-зеленой подкладкой и карманами: три на одной створке и один на другой.,ДПИ,22970378.jpg
10731484,Салфетка круглая под чайную чашку.,"Салфетка круглой формы, связана крючком, вязка плотная. Центральная часть связана в виде розетки из 8-ми клиньев с волнистым краем, по кругу (по краю салфетки) - ""анютины глазки"". Порядок вязания центрический. Салфетка связана из нитей ""ирис"" кремового цвета, анютины глазки сине-зеленые и розово-бордовые.Орнамент:",ДПИ,7947153.jpg
24224136,"Альбом № XXXVIII с 1367 образцами х/б, шерстяных и шелковых тканей с печатным узором. Образец ткани.",,ДПИ,26609738.jpg
10731464,Кисет для табака,"Прямоуголный мешочек из ткани розового цвета с тесемкой желтого цвета, по верхнему краю двойная машинная строчка из нитей белого цветаОрнамент:",ДПИ,7947125.jpg
10714502,"Полотенце ""Рославль. 850""",,ДПИ,7923655.jpg
11451265,Портупея нижних чинов кирасирских полков,"Портупея состоит из поясного ремня белёной кожи шириной ок. 5,0 см, с медной рамочной пряжкой с одним шпеньком. К основному ремню крепятся два пасика шириной ок. 3,0 см. На концах пасиков также рамочные пряжки.",ДПИ,24792219.jpg
9871450,Ложка десертная,,ДПИ,6667269.jpg
10727345,Черпак,"Черпак деревянный состоит из чашки- черпающей части и рукояти. Изготовлена из цельного куска дерева. Чашка округлой формы с глубоким дном, плоским основанием , стенки конически расширяются к верху.  Рукоять прямая, круглая в сечении, конец косо срезан. Внешняя поверхность гладкая, внутренняя со следами обработки инструментом. В узкой части чаша переходит в длинную  прямую ручку. Бортик имеет неровный срез.",ДПИ,7941161.jpg
10662541,"Сапоги женские. Правый. (Пара ПКМ оф 2079/1,2)","Сапоги кожаные, на высокой шнуровке, черного цвета. Каблук ""Рюмочка"". Сатиновая подкладка. На подкладке штамп производителя.",ДПИ,7852550.jpg
10675714,Кувшин,"Кувшин металлический эмалированный зеленого цвета с ручкой, для умывания.",ДПИ,7869084.jpg
19941098,"Футляр для разновесов. Тулово цилиндрическое с крышкой и застежкой. Крышка коническая с плоским держателем сверху. На дне цифры: ""1862"", внутри на дне: ""48 ГЦФ"".","Футляр для разновесов. Тулово цилиндрическое с крышкой и застежкой. Крышка коническая с плоским держателем сверху. На дне цифры: ""1862"", внутри на дне: ""48 ГЦФ"".",ДПИ,20648008.jpg
10721586,Пуговица ливрейная,"Круглой формы с ушком. На лицевой стороне рельефное изображение герба – в центре щит, поддерживаемый львами с правой и левой стороны, над ним корона. На оборотной стороне надписи.",ДПИ,7933327.jpg
9871660,Ситечко для чая подвесное к чайнику,,ДПИ,6667310.jpg
24124732,Тарелка.,"Глубокая, для первых блюд. На дне чаши острым предметом наколоты буквы ""ДК"" (Дом Культуры).",ДПИ,26459572.jpg
22922712,Тарелка,"Белого цвета с золотистой каемочкой. Клеймо ""И.Е. Кузнецовъ на Волхове""",ДПИ,24791286.jpg
48352297,Сорочка. Белорусы,,ДПИ,59964414.jpg
10731368,"Женский фартук ""запон""","Фартук женский болотно-зелёного цвета, сшит из хлопчатобумажной  ткани, бока и низ фартука украшены вышивкой гарусом и тамбурным швом. Нитки зеленого, синего, белого цвета. Фартук имеет карманы из той же ткани (украшены вышивкой). Низ фартука отстрочен кружевом . Фартук завязывается на 2 шелковые коричневые ленты.Орнамент:",ДПИ,7946874.jpg
19941148,"Футляр от набор для взвешивания ""Г - 2 - 210"", ""ГОСТ 7328-73"".","Футляр прямоугольной формы с откидной крышкой, с утолщением в скреплении, из серой пластмассы.  Надпись: «Набор, г-2-210, ГОСТ 7328-73. Сделано в СССР».  Внутри футляра тканевое приспособление для хранения гирек (9 ячеек) и пинцета. Ткань темно-синего цвета. Набор состоит из футляра, девяти гирек и пинцета.",ДПИ,20648102.jpg
